314498713,Relax Melodies: Sleep zen sounds & white noise for meditation yoga and baby relaxation,iLBSoft,Apple App Store,"iPad, iPhone",Free,2009-05-07,Yes,Health & Fitness,Yes,1947125,,0.0,134762,,0.0
444722625,Toddler Kids Puzzles Puzzingo – Educational Learning Games,"77Sparx Studio, Inc.",Apple App Store,"iPad, iPhone",Free,2011-07-05,Yes,"Games, Education, Educational (Games), Puzzle (Games)",Yes,1924383,,0.0,586431,,0.0
487066871,Viggle,"Viggle, Inc.",Apple App Store,"iPad, iPhone",Free,2012-01-26,No,"Music, Entertainment",Yes,698065,,0.0,0,,0.0
367506176,Relax Melodies HD: Sleep zen sounds & white noise for meditation yoga and baby relaxation,iLBSoft,Apple App Store,iPad,Free,2010-04-30,Yes,Health & Fitness,No,464959,,0.0,0,,0.0
505155771,Pepi Bath Lite,Pepi Play,Apple App Store,"iPad, iPhone",Free,2012-03-13,No,"Games, Education, Educational (Games)",Yes,309481,,0.0,0,,0.0
476507543,Amazing Shape Puzzle(Deluxe)-Educational Learning Games for Preschool Kids & Toddlers Free,Joy Preschool Game,Apple App Store,"iPad, iPhone",Free,2011-11-03,Yes,"Games, Education, Educational (Games), Puzzle (Games)",No,186133,,0.0,109543,,0.0
627542889,Toddler Animal Sounds and Pictures : Learn listen and touch for kindergarten kids,Kidstatic Apps ApS,Apple App Store,"iPad, iPhone",Free,2013-05-15,Yes,"Education, Entertainment",No,132476,,0.0,54454,,0.0
706630901,Perk TV - Get Rewards for Watching Entertaining Videos,Jutera,Apple App Store,"iPad, iPhone",Free,2013-10-04,No,Entertainment,No,131235,,0.0,0,,0.0
469339346,Shape Puzzle(Deluxe)-Educational Learning Games for Kids & Toddlers Free,Joy Preschool Game,Apple App Store,"iPad, iPhone",Free,2011-10-13,Yes,"Games, Education, Educational (Games), Word (Games)",No,99326,,0.0,63402,,0.0
389132393,ABC - Magnetic Alphabet Lite for Kids - Learn to write!,Dot Next,Apple App Store,iPad,Free,2010-08-31,Yes,"Games, Education, Educational (Games), Family (Games)",No,96298,,0.0,0,,0.0
681846474,Musical instruments sounds flashcards and matching pairs game for kids and toddlers,Kidstatic Apps ApS,Apple App Store,"iPad, iPhone",Free,2013-09-23,Yes,"Music, Education",No,70454,,0.0,4135,,0.0
795026580,Make Beliefs Comix,"Guarionex Press, Ltd.",Apple App Store,iPad,Free,2014-01-16,No,"Games, Education, Educational (Games), Family (Games)",No,63673,,0.0,0,,0.0
866920724,Inference Ace:  Reading Comprehension Skills & Practice for Struggling Readers,Janine Toole,Apple App Store,"iPad, iPhone",Free,2014-04-30,Yes,"Games, Education, Educational (Games)",Yes,62975,,0.0,15,,0.0
440235386,Pre-K Letters and Numbers,BrightStart LLC,Apple App Store,"iPad, iPhone",Free,2011-06-20,Yes,"Education, Entertainment",No,59053,,0.0,11514,,0.0
907405765,Coloring Book for SpongeBob SquarePants edition,Artittaya Somprasong,Apple App Store,"iPad, iPhone",Free,2014-08-14,No,"Reference, Education",No,56847,,0.0,0,,0.0
588180598,Social Stories Creator and Library for Preschool Autism and Special Needs,Touch Autism,Apple App Store,"iPad, iPhone",Free,2013-06-20,Yes,"Games, Education, Educational (Games), Family (Games)",No,55471,,0.0,17741,,0.0
557548372,Autism iHelp – WH Questions,John Talavera,Apple App Store,"iPad, iPhone",Free,2012-09-18,Yes,Education,No,54886,,0.0,3117,,0.0
525429423,Toddler puzzles Animals kids free,Genius Donkeys,Apple App Store,"iPad, iPhone",Free,2012-05-17,No,"Games, Education, Educational (Games), Puzzle (Games)",No,53652,,0.0,5258,,0.0
332173994,Mental Illness: Facts on Anxiety Depression Bipolar Disorder ADHD PTSD OCD Test Screening Treatment and Self Help Management Free!,Michael Quach,Apple App Store,"iPad, iPhone",Free,2009-09-25,Yes,"Medical, Health & Fitness",No,51215,,0.0,0,,0.0
624591476,Sand Draw Free: beach sketch & doodle with unreal artistic & wicked creativity,Kalrom Systems LTD,Apple App Store,"iPad, iPhone",Free,2013-04-01,No,"Games, Educational (Games), Simulation (Games), Entertainment",Yes,46324,,0.0,0,,0.0
456278671,Grid Player,Sensory Software International,Apple App Store,"iPad, iPhone",Free,2012-01-03,No,"Medical, Education",No,45851,,0.0,0,,0.0
456108738,Super Stretch Yoga HD,"The Adventures of Super Stretch, LLC",Apple App Store,iPad,Free,2011-09-21,No,"Education, Health & Fitness",Yes,44301,,0.0,0,,0.0
869844446,Fruits and vegetables flashcards quiz and matching game for toddlers and kids in English,Kidstatic Apps ApS,Apple App Store,"iPad, iPhone",Free,2014-04-30,Yes,"Games, Education, Educational (Games), Family (Games)",No,41501,,0.0,2997,,0.0
406826506,See.Touch.Learn.,Brain Parade,Apple App Store,iPad,Free,2011-03-10,Yes,"Games, Education, Educational (Games)",Yes,40818,,0.0,602,,0.0
836467747,Kindergarten and Preschool educational games for kids and toddlers,"KidZoneStudios, Inc",Apple App Store,"iPad, iPhone",Free,2014-05-07,Yes,"Education, Books",No,39689,,0.0,1766,,0.0
478221517,Animal Shape Puzzle Free- Educational Preschool Learning Games for Kids & Toddlers,Joy Preschool Game,Apple App Store,"iPad, iPhone",Free,2011-11-10,Yes,"Games, Board (Games), Education, Educational (Games)",No,35695,,0.0,42903,,0.0
521485216,Autism iHelp – Play,John Talavera,Apple App Store,"iPad, iPhone",Free,2012-04-28,No,"Education, Productivity",No,35569,,0.0,0,,0.0
505146575,NICE Guidance,National Institute for Health and Care Excellence,Apple App Store,"iPad, iPhone",Free,2012-03-19,No,"Medical, Reference",No,34736,,0.0,0,,0.0
390532167,SoundingBoard,AbleNet,Apple App Store,"iPad, iPhone",Free,2010-09-16,Yes,"Education, Lifestyle",Yes,34576,,0.0,699,,0.0
916386000,Main Idea - Short Texts: Reading Comprehension Skills & Practice Kids Game,Janine Toole,Apple App Store,"iPad, iPhone",Free,2014-10-28,Yes,"Games, Education, Educational (Games), Family (Games)",No,33353,,0.0,0,,0.0
938738790,Frozen Preschool - Free Educational Games for kids & Toddlers to teach Counting Numbers Colors Alphabet and Shapes!,Kasim Qureshi,Apple App Store,"iPad, iPhone",Free,2014-11-17,Yes,"Games, Education, Educational (Games), Family (Games)",Yes,32248,,0.0,326,,0.0
476345471,Autism and PDD Reasoning and Problem Solving Lite,Linguisystems,Apple App Store,iPad,Free,2011-12-14,No,Education,No,32108,,0.0,0,,0.0
426928702,123 Kids Fun PUZZLE BLUE Free - Top Educational Slide Puzzle Games for Toddlers and Preschoolers,RosMedia,Apple App Store,"iPad, iPhone",Free,2011-03-24,Yes,"Games, Educational (Games), Entertainment, Family (Games)",Yes,32074,,0.0,48498,,0.0
375669988,Model Me Going Places 2,"Model Me Kids, LLC",Apple App Store,"iPad, iPhone",Free,2010-07-09,No,Education,Yes,31242,,0.0,0,,0.0
635272622,Animals Puzzle for Kids,Abuzz D.O.O.,Apple App Store,"iPad, iPhone",Free,2013-05-01,No,"Games, Education, Puzzle (Games)",No,30104,,0.0,0,,0.0
895683482,Main Idea - Sentences: Reading Comprehension Skills & Practice Game for Kids -  Common Core Aligned,Janine Toole,Apple App Store,"iPad, iPhone",Free,2014-08-26,Yes,"Games, Education, Educational (Games)",No,28326,,0.0,0,,0.0
418671377,Verbally,Intuary,Apple App Store,iPad,Free,2011-03-07,Yes,"Medical, Education",Yes,27060,,0.0,768,,0.0
891044525,Perk Wallet,Jutera,Apple App Store,"iPad, iPhone",Free,2014-06-27,No,"Shopping, Lifestyle",No,26695,,0.0,0,,0.0
913838286,Paint for Paw Patrol edition - Real Finger Painting version,Krittaporn Yanapan,Apple App Store,"iPad, iPhone",Free,2014-09-08,No,"Games, Education, Educational (Games), Family (Games)",No,23806,,0.0,0,,0.0
441600681,Autism Apps,Touch Autism,Apple App Store,"iPad, iPhone",Free,2011-08-01,No,"Reference, Education",No,23490,,0.0,0,,0.0
480078569,Food & Life Shape Puzzle(FREE)- Educational Learning Games for Kids & Toddlers,Joy Preschool Game,Apple App Store,"iPad, iPhone",Free,2011-11-17,Yes,"Games, Trivia (Games), Educational (Games), Education",No,23468,,0.0,25901,,0.0
909053755,21 Animal Puzzles for Kids - Educational Games for Preschool,Little Clever,Apple App Store,"iPad, iPhone",Free,2014-09-22,No,"Games, Education, Educational (Games), Puzzle (Games)",No,22842,,0.0,0,,0.0
994495858,Wh Questions: Why? Speech And Education Cards,Onur Tekin,Apple App Store,"iPad, iPhone",Free,2015-06-13,Yes,"Medical, Education",Yes,22209,,0.0,3015,,0.0
869101735,Inference Clues: Reading Comprehension Skills & Practice for Kids Who Need Help to Become Stronger Readers,Janine Toole,Apple App Store,"iPad, iPhone",Free,2014-06-15,Yes,"Games, Education, Educational (Games), Word (Games)",No,22005,,0.0,0,,0.0
488655015,Christmas Shape Puzzle(Deluxe)- Educational Preschool Learning Games for Kids & Toddlers Free,Joy Preschool Game,Apple App Store,"iPad, iPhone",Free,2011-12-16,Yes,"Games, Education, Educational (Games), Puzzle (Games)",Yes,21766,,0.0,24255,,0.0
681816475,First words flashcards for toddlers and babies in English,Kidstatic Apps ApS,Apple App Store,"iPad, iPhone",Free,2013-08-09,Yes,"Education, Books",No,21734,,0.0,14612,,0.0
384170714,SmallTalk Phonemes,Lingraphica,Apple App Store,"iPad, iPhone",Free,2010-07-31,No,"Medical, Education",No,21090,,0.0,0,,0.0
555978305,Pogo Boards - AAC,"Talk To Me Technologies, LLC",Apple App Store,"iPad, iPhone",Free,2012-09-14,No,"Medical, Education",No,21070,,0.0,0,,0.0
550027186,Autism Emotion,"Model Me Kids, LLC",Apple App Store,"iPad, iPhone",Free,2012-08-10,No,Education,No,20457,,0.0,0,,0.0
636843583,Conversation Therapy Lite - Questions for Expressive Language Pragmatics & Cognition,Tactus Therapy Solutions Ltd.,Apple App Store,"iPad, iPhone",Free,2013-05-26,No,"Medical, Education",No,20302,,0.0,0,,0.0
1017023004,Free Preschool Block Games for Boys and Girls,Kasim Qureshi,Apple App Store,"iPad, iPhone",Free,2015-07-15,Yes,"Games, Music (Games), Educational (Games), Education",No,19285,,0.0,2400,,0.0
652296774,Fun Time Timer,CodigoDelSur,Apple App Store,"iPad, iPhone",Free,2013-05-28,No,"Games, Educational (Games), Entertainment",No,18502,,0.0,0,,0.0
896151795,My Little Unicorn - Coloring Book for Princess Pony Game,Payungsak Kongtum,Apple App Store,"iPad, iPhone",Free,2014-07-18,No,"Games, Education, Educational (Games), Family (Games)",No,17889,,0.0,0,,0.0
983961022,Preschool and Kindergarten learning games for kids FREE,Maria Dolores Garcia Ferre,Apple App Store,"iPad, iPhone",Free,2015-05-05,No,"Education, Entertainment",No,17417,,0.0,0,,0.0
495891991,Amazing Shape Puzzle HD(FREE)-Kids Favorite Word Learning Game,Joy Preschool Game,Apple App Store,"iPad, iPhone",Free,2012-01-26,Yes,"Games, Trivia (Games), Board (Games), Books",No,17142,,0.0,6943,,0.0
669414531,Autism iHelp – Comprehension,John Talavera,Apple App Store,"iPad, iPhone",Free,2013-07-14,Yes,Education,No,16989,,0.0,424,,0.0
598935321,Autism iHelp – Language Concepts,John Talavera,Apple App Store,"iPad, iPhone",Free,2013-02-14,Yes,Education,No,16564,,0.0,116,,0.0
588350613,Autism Parenting Magazine - Solutions therapies and news for parents and professionals,Mark Blakey,Apple App Store,"iPad, iPhone",Free,2013-01-23,Yes,"Education, Magazines & Newspapers",No,16428,,0.0,67258,,0.0
933236101,MyBackpack - Waterford Learning,Waterford Institute,Apple App Store,iPad,Free,2014-10-31,No,"Games, Education, Educational (Games), Family (Games)",No,15394,,0.0,0,,0.0
630520325,Autism iHelp – Same and Different,John Talavera,Apple App Store,"iPad, iPhone",Free,2013-04-10,Yes,Education,No,15336,,0.0,19,,0.0
537549983,iSEQUENCES LITE,Fundación Planeta Imaginario,Apple App Store,iPad,Free,2012-07-09,No,"Games, Education, Educational (Games)",No,14954,,0.0,0,,0.0
384172302,SmallTalk Common Phrases,Lingraphica,Apple App Store,"iPad, iPhone",Free,2010-07-31,No,"Medical, Education",No,14284,,0.0,0,,0.0
609622929,Autism iHelp – Sorting,John Talavera,Apple App Store,"iPad, iPhone",Free,2013-03-07,Yes,Education,No,13883,,0.0,317,,0.0
502303026,Touch Follow FREE,Hatch Works Ltd,Apple App Store,"iPad, iPhone",Free,2012-02-20,No,"Education, Entertainment",No,13833,,0.0,0,,0.0
692773734,Tobii Dynavox Compass Connect,Tobii Dynavox LLC,Apple App Store,iPad,Free,2013-09-17,No,"Medical, Education",No,13508,,0.0,0,,0.0
336547254,Children's Health: Pediatric Quick Oncall Reference Baby Health Central and Parenting Help & Advice,Michael Quach,Apple App Store,"iPad, iPhone",Free,2009-11-02,Yes,"Medical, Health & Fitness",No,13268,,0.0,0,,0.0
623204808,Autism iHelp – Opposites,John Talavera,Apple App Store,"iPad, iPhone",Free,2013-03-28,Yes,Education,No,13065,,0.0,17,,0.0
553450186,Daily Tasks,True Information Technology Company Limited,Apple App Store,iPad,Free,2012-09-11,No,Education,No,12696,,0.0,0,,0.0
684261444,The Aspergers Test - Determine your Autism Spectrum Quotient using the AQ Diagnostic Assessment,Mark Blakey,Apple App Store,"iPad, iPhone",Free,2013-08-11,No,"Medical, Health & Fitness",No,12467,,0.0,0,,0.0
384168006,SmallTalk Letters Numbers Colors,Lingraphica,Apple App Store,"iPad, iPhone",Free,2010-07-31,No,"Medical, Education",No,12311,,0.0,0,,0.0
384174024,SmallTalk Consonant Blends,Lingraphica,Apple App Store,"iPad, iPhone",Free,2010-07-31,No,"Medical, Education",No,11840,,0.0,0,,0.0
708457171,Bloups!,Lussier Annie,Apple App Store,"iPad, iPhone",Free,2013-10-02,Yes,"Games, Education, Educational (Games), Word (Games)",No,11572,,0.0,12716,,0.0
655580994,Bathroom Puzzle for preschool kids - educational game,Abuzz D.O.O.,Apple App Store,"iPad, iPhone",Free,2013-06-07,No,"Games, Educational (Games), Productivity, Puzzle (Games)",No,11421,,0.0,0,,0.0
509433467,My Autism Day,Little App Helpers,Apple App Store,iPad,Free,2012-03-15,No,"Education, Health & Fitness",No,11329,,0.0,0,,0.0
585678823,Autism Learning Games: Camp Discovery,Center for Autism and Related Disorders,Apple App Store,"iPad, iPhone",Free,2012-12-19,No,"Games, Education, Educational (Games), Family (Games)",No,11323,,0.0,0,,0.0
605799337,Happy Geese,Appically,Apple App Store,iPad,Free,2013-04-01,Yes,"Games, Education, Dice (Games)",No,11313,,0.0,2180,,0.0
556798417,Niki Talk,Alessandro La Rocca,Apple App Store,"iPad, iPhone",Free,2012-09-06,No,"Medical, Education",No,11161,,0.0,0,,0.0
905533895,Educa - Educational montessori games for kids and toddlers,Alejandro Ortega Aguilar,Apple App Store,"iPad, iPhone",Free,2014-11-08,Yes,"Games, Education, Educational (Games), Puzzle (Games)",No,10817,,0.0,904,,0.0
495848904,iTouchiLearn Feelings for Preschool Kids Free,Staytoooned,Apple App Store,"iPad, iPhone",Free,2012-01-25,Yes,"Games, Education, Educational (Games)",No,10696,,0.0,0,,0.0
433427553,123 Kids Fun PUZZLE RED Free - Top Educational Slide Puzzle Games for Toddlers and Preschoolers,RosMedia,Apple App Store,"iPad, iPhone",Free,2011-04-28,Yes,"Games, Educational (Games), Entertainment, Family (Games)",No,10513,,0.0,20280,,0.0
998325189,Kindergarten and Pre-K Early Learning Games FREE,Maria Dolores Garcia Ferre,Apple App Store,"iPad, iPhone",Free,2015-06-05,No,"Education, Entertainment",No,9682,,0.0,0,,0.0
919990138,LetMeTalk,AppNotize UG (haftungsbeschraenkt),Apple App Store,"iPad, iPhone",Free,2014-10-19,No,"Medical, Education",No,9643,,0.0,0,,0.0
428118092,SoundSlateLT,SpinThought Inc.,Apple App Store,iPad,Free,2011-04-10,No,"Productivity, Entertainment",No,9460,,0.0,0,,0.0
571354702,BuzzBack Cause & Effect With Vibrations & Sound,Touch Autism,Apple App Store,"iPad, iPhone",Free,2012-10-27,No,"Games, Educational (Games)",No,9450,,0.0,0,,0.0
592995014,Autism iHelp – Colors,John Talavera,Apple App Store,"iPad, iPhone",Free,2013-01-22,Yes,Education,No,9319,,0.0,58,,0.0
384171233,SmallTalk Days Months Dates,Lingraphica,Apple App Store,"iPad, iPhone",Free,2010-07-31,No,"Medical, Education",No,9225,,0.0,0,,0.0
733542401,PictoPlan,Carsten Rasmussen,Apple App Store,"iPad, iPhone",Free,2013-11-05,Yes,"Medical, Lifestyle",No,9186,,0.0,8512,,0.0
430807527,123 Kids Fun PUZZLE GREEN Free - Top Educational Slide Puzzle Games for Toddlers and Preschoolers,RosMedia,Apple App Store,"iPad, iPhone",Free,2011-04-15,Yes,"Games, Educational (Games), Entertainment, Family (Games)",Yes,9136,,0.0,11547,,0.0
1020406193,Pig Holiday Preschool Games - Free,Kasim Qureshi,Apple App Store,"iPad, iPhone",Free,2015-07-24,Yes,"Games, Music (Games), Education, Educational (Games)",No,8791,,0.0,2907,,0.0
967074124,Math Word Problems -  Step by Step,Janine Toole,Apple App Store,"iPad, iPhone",Free,2015-03-04,Yes,"Games, Education, Educational (Games)",No,8556,,0.0,0,,0.0
634875415,Perk Search,Jutera,Apple App Store,"iPad, iPhone",Free,2013-04-19,No,"Reference, Utilities",No,8394,,0.0,0,,0.0
491119568,Clinical Scales,"UBM Medica, LLC",Apple App Store,"iPad, iPhone",Free,2012-01-11,No,Medical,No,8265,,0.0,0,,0.0
957106746,Peppy Pals Beach - Friendship Adventure,Peppy Pals AB,Apple App Store,"iPad, iPhone",Free,2015-02-09,No,"Education, Entertainment",No,8106,,0.0,4305,,0.0
647207362,I learn cursive writing (lite) - Audio visual & verbal method,Jean-Laurent de Morlhon,Apple App Store,"iPad, iPhone",Free,2013-05-17,No,Education,No,8080,,0.0,0,,0.0
495565736,Autimo - Educational game on the emotions,AUTICIEL,Apple App Store,"iPad, iPhone",Free,2012-04-02,Yes,"Education, Entertainment",No,7979,,0.0,881,,0.0
491925436,FindMe(Autism),Tigerface Games,Apple App Store,"iPad, iPhone",Free,2012-01-05,Yes,"Games, Education, Educational (Games), Family (Games)",No,7747,,0.0,0,,0.0
444087388,Touch & Say,Interbots,Apple App Store,iPad,Free,2011-06-30,No,"Education, Entertainment",No,7438,,0.0,0,,0.0
583174107,Puzzle Spelling Words for Toddlers Autism & Special Needs,Touch Autism,Apple App Store,iPad,Free,2012-12-19,Yes,"Games, Education, Educational (Games)",No,7340,,0.0,0,,0.0
492631520,Autism Asperger's Digest,Future Horizons,Apple App Store,"iPad, iPhone",Free,2012-01-10,Yes,"Education, Magazines & Newspapers",No,7128,,0.0,38561,,0.0
742278191,Talk Around It Home FREE   (Speech & Language Therapy App),Neuro Hero Limited,Apple App Store,"iPad, iPhone",Free,2013-11-20,No,"Medical, Health & Fitness",No,7093,,0.0,0,,0.0
927850079,Autism iHelp – Yes & No Questions,John Talavera,Apple App Store,iPad,Free,2014-11-13,Yes,Education,No,6880,,0.0,0,,0.0
733948395,Autism Awareness - Detect early signs of autism find nearby autism treatment centers and support groups. Explore Autism related books journals apps on Web Youtube and other social media. Share with Facebook Twitter Pinterest and Instagram.,Blue Eyes Innovation LLC,Apple App Store,"iPad, iPhone",Free,2013-12-06,No,"Medical, Education",No,6870,,0.0,0,,0.0
863344516,Fast ForWord Reading,Scientific Learning Corporation,Apple App Store,iPad,Free,2014-05-01,No,Education,No,6792,,0.0,0,,0.0
956768332,MemoAssist FREE,Hart Designs,Apple App Store,"iPad, iPhone",Free,2015-01-13,Yes,"Productivity, Utilities",No,6659,,0.0,3954,,0.0
944180792,Plazma,Sensory Apps Ltd,Apple App Store,"iPad, iPhone",Free,2015-02-25,No,"Medical, Education",No,6398,,0.0,0,,0.0
731742821,FluencyCoach,"Janus Development Group, Inc.",Apple App Store,"iPad, iPhone",Free,2013-11-01,No,"Medical, Health & Fitness",No,6341,,0.0,0,,0.0
896358871,StepByStep Sequencing Steps And Assessment For Adults and Kids With Special Needs Free Version by SOAR Therapy,"Soar Therapy, LLC",Apple App Store,iPad,Free,2014-09-16,Yes,"Education, Health & Fitness",No,6184,,0.0,0,,0.0
839564003,Autism & PDD Picture Stories & Language Activities Social Skills with Friends LITE,Linguisystems,Apple App Store,iPad,Free,2014-03-18,No,Education,No,6092,,0.0,0,,0.0
478527813,Autism Tracker Lite: Track analyze and share ASD daily,"Track & Share Apps, LLC",Apple App Store,"iPad, iPhone",Free,2011-11-17,No,"Medical, Education",No,5714,,0.0,0,,0.0
682260594,iOT Session,Covington Enterprises Unlimited,Apple App Store,iPad,Free,2013-08-05,No,"Medical, Education",No,5621,,0.0,0,,0.0
663531366,Perk Web Browser - Get rewards when you surf shop and discover the web,Jutera,Apple App Store,"iPad, iPhone",Free,2013-07-06,No,"Productivity, Utilities",No,5510,,0.0,0,,0.0
